treatment,model,lambda,number_of_replicates,predation_strength,random_seed,dispersal_kernel,alpha,number_of_populations,migration_probability,reproduction_probability,epsilon,fixed_metapopulation
227,RickerModelWDiffusionDispersal(),5.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
228,RickerModelWStochasticDispersal(),5.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
229,RickerModelWDiffusionDispersal(),6.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
230,RickerModelWStochasticDispersal(),6.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
231,RickerModelWDiffusionDispersal(),6.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
232,RickerModelWStochasticDispersal(),6.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
233,RickerModelWDiffusionDispersal(),6.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
234,RickerModelWStochasticDispersal(),6.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
235,RickerModelWDiffusionDispersal(),6.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
236,RickerModelWStochasticDispersal(),6.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
237,RickerModelWDiffusionDispersal(),7.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
238,RickerModelWStochasticDispersal(),7.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
239,RickerModelWDiffusionDispersal(),7.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
240,RickerModelWStochasticDispersal(),7.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
241,RickerModelWDiffusionDispersal(),7.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
242,RickerModelWStochasticDispersal(),7.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
243,RickerModelWDiffusionDispersal(),7.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
244,RickerModelWStochasticDispersal(),7.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
245,RickerModelWDiffusionDispersal(),8.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
246,RickerModelWStochasticDispersal(),8.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
247,RickerModelWDiffusionDispersal(),8.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
248,RickerModelWStochasticDispersal(),8.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
249,RickerModelWDiffusionDispersal(),8.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
250,RickerModelWStochasticDispersal(),8.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
251,RickerModelWDiffusionDispersal(),8.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
252,RickerModelWStochasticDispersal(),8.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
253,RickerModelWDiffusionDispersal(),9.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
254,RickerModelWStochasticDispersal(),9.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
255,RickerModelWDiffusionDispersal(),9.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
256,RickerModelWStochasticDispersal(),9.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
257,RickerModelWDiffusionDispersal(),9.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
258,RickerModelWStochasticDispersal(),9.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
259,RickerModelWDiffusionDispersal(),9.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
260,RickerModelWStochasticDispersal(),9.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
261,RickerModelWDiffusionDispersal(),10.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
262,RickerModelWStochasticDispersal(),10.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
263,RickerModelWDiffusionDispersal(),10.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
264,RickerModelWStochasticDispersal(),10.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
265,RickerModelWDiffusionDispersal(),10.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
266,RickerModelWStochasticDispersal(),10.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
267,RickerModelWDiffusionDispersal(),10.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
268,RickerModelWStochasticDispersal(),10.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
269,RickerModelWDiffusionDispersal(),11.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
270,RickerModelWStochasticDispersal(),11.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
271,RickerModelWDiffusionDispersal(),11.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
272,RickerModelWStochasticDispersal(),11.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
273,RickerModelWDiffusionDispersal(),11.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
274,RickerModelWStochasticDispersal(),11.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
275,RickerModelWDiffusionDispersal(),11.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
276,RickerModelWStochasticDispersal(),11.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
277,RickerModelWDiffusionDispersal(),12.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
278,RickerModelWStochasticDispersal(),12.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
279,RickerModelWDiffusionDispersal(),12.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
280,RickerModelWStochasticDispersal(),12.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
281,RickerModelWDiffusionDispersal(),12.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
282,RickerModelWStochasticDispersal(),12.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
283,RickerModelWDiffusionDispersal(),12.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
284,RickerModelWStochasticDispersal(),12.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
285,RickerModelWDiffusionDispersal(),13.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
286,RickerModelWStochasticDispersal(),13.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
287,RickerModelWDiffusionDispersal(),13.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
288,RickerModelWStochasticDispersal(),13.25,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
289,RickerModelWDiffusionDispersal(),13.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
290,RickerModelWStochasticDispersal(),13.5,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
291,RickerModelWDiffusionDispersal(),13.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
292,RickerModelWStochasticDispersal(),13.75,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
293,RickerModelWDiffusionDispersal(),14.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
294,RickerModelWStochasticDispersal(),14.0,200,0.03,4720950560,ExpKernel,0.0,10,0.05,1.0,0.01,false
295,RickerModelWDiffusionDispersal(),2.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
296,RickerModelWStochasticDispersal(),2.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
297,RickerModelWDiffusionDispersal(),2.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
298,RickerModelWStochasticDispersal(),2.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
299,RickerModelWDiffusionDispersal(),2.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
300,RickerModelWStochasticDispersal(),2.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
301,RickerModelWDiffusionDispersal(),2.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
302,RickerModelWStochasticDispersal(),2.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
303,RickerModelWDiffusionDispersal(),3.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
304,RickerModelWStochasticDispersal(),3.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
305,RickerModelWDiffusionDispersal(),3.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
306,RickerModelWStochasticDispersal(),3.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
307,RickerModelWDiffusionDispersal(),3.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
308,RickerModelWStochasticDispersal(),3.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
309,RickerModelWDiffusionDispersal(),3.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
310,RickerModelWStochasticDispersal(),3.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
311,RickerModelWDiffusionDispersal(),4.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
312,RickerModelWStochasticDispersal(),4.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
313,RickerModelWDiffusionDispersal(),4.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
314,RickerModelWStochasticDispersal(),4.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
315,RickerModelWDiffusionDispersal(),4.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
316,RickerModelWStochasticDispersal(),4.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
317,RickerModelWDiffusionDispersal(),4.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
318,RickerModelWStochasticDispersal(),4.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
319,RickerModelWDiffusionDispersal(),5.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
320,RickerModelWStochasticDispersal(),5.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
321,RickerModelWDiffusionDispersal(),5.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
322,RickerModelWStochasticDispersal(),5.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
323,RickerModelWDiffusionDispersal(),5.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
324,RickerModelWStochasticDispersal(),5.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
325,RickerModelWDiffusionDispersal(),5.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
326,RickerModelWStochasticDispersal(),5.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
327,RickerModelWDiffusionDispersal(),6.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
328,RickerModelWStochasticDispersal(),6.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
329,RickerModelWDiffusionDispersal(),6.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
330,RickerModelWStochasticDispersal(),6.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
331,RickerModelWDiffusionDispersal(),6.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
332,RickerModelWStochasticDispersal(),6.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
333,RickerModelWDiffusionDispersal(),6.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
334,RickerModelWStochasticDispersal(),6.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
335,RickerModelWDiffusionDispersal(),7.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
336,RickerModelWStochasticDispersal(),7.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
337,RickerModelWDiffusionDispersal(),7.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
338,RickerModelWStochasticDispersal(),7.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
339,RickerModelWDiffusionDispersal(),7.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
340,RickerModelWStochasticDispersal(),7.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
341,RickerModelWDiffusionDispersal(),7.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
342,RickerModelWStochasticDispersal(),7.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
343,RickerModelWDiffusionDispersal(),8.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
344,RickerModelWStochasticDispersal(),8.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
345,RickerModelWDiffusionDispersal(),8.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
346,RickerModelWStochasticDispersal(),8.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
347,RickerModelWDiffusionDispersal(),8.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
348,RickerModelWStochasticDispersal(),8.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
349,RickerModelWDiffusionDispersal(),8.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
350,RickerModelWStochasticDispersal(),8.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
351,RickerModelWDiffusionDispersal(),9.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
352,RickerModelWStochasticDispersal(),9.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
353,RickerModelWDiffusionDispersal(),9.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
354,RickerModelWStochasticDispersal(),9.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
355,RickerModelWDiffusionDispersal(),9.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
356,RickerModelWStochasticDispersal(),9.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
357,RickerModelWDiffusionDispersal(),9.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
358,RickerModelWStochasticDispersal(),9.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
359,RickerModelWDiffusionDispersal(),10.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
360,RickerModelWStochasticDispersal(),10.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
361,RickerModelWDiffusionDispersal(),10.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
362,RickerModelWStochasticDispersal(),10.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
363,RickerModelWDiffusionDispersal(),10.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
364,RickerModelWStochasticDispersal(),10.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
365,RickerModelWDiffusionDispersal(),10.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
366,RickerModelWStochasticDispersal(),10.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
367,RickerModelWDiffusionDispersal(),11.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
368,RickerModelWStochasticDispersal(),11.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
369,RickerModelWDiffusionDispersal(),11.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
370,RickerModelWStochasticDispersal(),11.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
371,RickerModelWDiffusionDispersal(),11.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
372,RickerModelWStochasticDispersal(),11.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
373,RickerModelWDiffusionDispersal(),11.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
374,RickerModelWStochasticDispersal(),11.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
375,RickerModelWDiffusionDispersal(),12.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
376,RickerModelWStochasticDispersal(),12.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
377,RickerModelWDiffusionDispersal(),12.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
378,RickerModelWStochasticDispersal(),12.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
379,RickerModelWDiffusionDispersal(),12.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
380,RickerModelWStochasticDispersal(),12.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
381,RickerModelWDiffusionDispersal(),12.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
382,RickerModelWStochasticDispersal(),12.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
383,RickerModelWDiffusionDispersal(),13.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
384,RickerModelWStochasticDispersal(),13.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
385,RickerModelWDiffusionDispersal(),13.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
386,RickerModelWStochasticDispersal(),13.25,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
387,RickerModelWDiffusionDispersal(),13.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
388,RickerModelWStochasticDispersal(),13.5,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
389,RickerModelWDiffusionDispersal(),13.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
390,RickerModelWStochasticDispersal(),13.75,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
391,RickerModelWDiffusionDispersal(),14.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
392,RickerModelWStochasticDispersal(),14.0,200,0.03,4720950560,ExpKernel,0.0,10,0.07,1.0,0.01,false
393,RickerModelWDiffusionDispersal(),2.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
394,RickerModelWStochasticDispersal(),2.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
395,RickerModelWDiffusionDispersal(),2.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
396,RickerModelWStochasticDispersal(),2.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
397,RickerModelWDiffusionDispersal(),2.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
398,RickerModelWStochasticDispersal(),2.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
399,RickerModelWDiffusionDispersal(),2.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
400,RickerModelWStochasticDispersal(),2.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
401,RickerModelWDiffusionDispersal(),3.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
402,RickerModelWStochasticDispersal(),3.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
403,RickerModelWDiffusionDispersal(),3.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
404,RickerModelWStochasticDispersal(),3.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
405,RickerModelWDiffusionDispersal(),3.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
406,RickerModelWStochasticDispersal(),3.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
407,RickerModelWDiffusionDispersal(),3.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
408,RickerModelWStochasticDispersal(),3.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
409,RickerModelWDiffusionDispersal(),4.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
410,RickerModelWStochasticDispersal(),4.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
411,RickerModelWDiffusionDispersal(),4.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
412,RickerModelWStochasticDispersal(),4.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
413,RickerModelWDiffusionDispersal(),4.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
414,RickerModelWStochasticDispersal(),4.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
415,RickerModelWDiffusionDispersal(),4.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
416,RickerModelWStochasticDispersal(),4.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
417,RickerModelWDiffusionDispersal(),5.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
418,RickerModelWStochasticDispersal(),5.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
419,RickerModelWDiffusionDispersal(),5.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
420,RickerModelWStochasticDispersal(),5.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
421,RickerModelWDiffusionDispersal(),5.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
422,RickerModelWStochasticDispersal(),5.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
423,RickerModelWDiffusionDispersal(),5.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
424,RickerModelWStochasticDispersal(),5.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
425,RickerModelWDiffusionDispersal(),6.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
426,RickerModelWStochasticDispersal(),6.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
427,RickerModelWDiffusionDispersal(),6.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
428,RickerModelWStochasticDispersal(),6.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
429,RickerModelWDiffusionDispersal(),6.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
430,RickerModelWStochasticDispersal(),6.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
431,RickerModelWDiffusionDispersal(),6.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
432,RickerModelWStochasticDispersal(),6.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
433,RickerModelWDiffusionDispersal(),7.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
434,RickerModelWStochasticDispersal(),7.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
435,RickerModelWDiffusionDispersal(),7.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
436,RickerModelWStochasticDispersal(),7.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
437,RickerModelWDiffusionDispersal(),7.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
438,RickerModelWStochasticDispersal(),7.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
439,RickerModelWDiffusionDispersal(),7.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
440,RickerModelWStochasticDispersal(),7.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
441,RickerModelWDiffusionDispersal(),8.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
442,RickerModelWStochasticDispersal(),8.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
443,RickerModelWDiffusionDispersal(),8.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
444,RickerModelWStochasticDispersal(),8.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
445,RickerModelWDiffusionDispersal(),8.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
446,RickerModelWStochasticDispersal(),8.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
447,RickerModelWDiffusionDispersal(),8.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
448,RickerModelWStochasticDispersal(),8.75,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
449,RickerModelWDiffusionDispersal(),9.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
450,RickerModelWStochasticDispersal(),9.0,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
451,RickerModelWDiffusionDispersal(),9.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
452,RickerModelWStochasticDispersal(),9.25,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
453,RickerModelWDiffusionDispersal(),9.5,200,0.03,4720950560,ExpKernel,0.0,10,0.09,1.0,0.01,false
